LID,ISO639.3,language,alt.language.name,language.search,lsbranch,ssbranch,sbranch,mbranch,stock,alt.stock.name,stock.search,longitude,latitude,area,continent
497,spp,Supyire,Supyire,"Supyire, Supyire",NA,NA,NA,Northern Senufo,Senufo,NA,Senufo,-5.58,11.5,African Savannah,Africa
498,ote,Otomi (Mezquital),Otomi (Mezquital),"Otomi (Mezquital), Otomi (Mezquital)",NA,NA,NA,Otomian,Otomanguean,Oto-Manguean,"Otomanguean, Oto-Manguean",-99.17,20.17,Mesoamerica,C America
499,ape,Bukiyip,Bukiyip,"Bukiyip, Bukiyip",NA,NA,Arapesh,Kombio,Torricelli,NA,Torricelli,143,-3.5,N Coast New Guinea,NG and Oceania
500,blu,Hmong Njua,Hmong Njua,"Hmong Njua, Hmong Njua",NA,NA,NA,NA,Miao-Yao,Hmong-Mien,"Miao-Yao, Hmong-Mien",105,28,Southeast Asia,S/SE Asia
501,mni,Meithei,"Meithei, Manipuri","Meithei, Meithei, Manipuri",NA,NA,NA,NA,Sino-Tibetan,NA,Sino-Tibetan,94,24.75,Southeast Asia,S/SE Asia
502,tur,Turkish,Turkish,"Turkish, Turkish",NA,NA,Oghuz,Common Turkic,Turkic,NA,Turkic,35,39,Greater Mesopotamia,W and SW Eurasia
503,yaq,Yaqui,Yaqui,"Yaqui, Yaqui",NA,NA,Sonoran,Southern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-110.25,27.5,Mesoamerica,C America
504,grb,Grebo,Grebo,"Grebo, Grebo",NA,NA,NA,Aizi,Kru,NA,Kru,-8,5,African Savannah,Africa
505,dgz,Daga,Daga,"Daga, Daga",NA,NA,NA,NA,Dagan,NA,Dagan,149.33,-10,S New Guinea,NG and Oceania
506,mbl,Maxakalí,Maxakalí,"Maxakalí, Maxakalí",NA,NA,NA,Maxakalí,Macro-Ge,NA,Macro-Ge,-40,-18,SE South America,S America
507,yre,Yaouré,Yaouré,"Yaouré, Yaouré",NA,NA,NA,East Mande,Mande,NA,Mande,-5.5,7,African Savannah,Africa
508,yok,Yokuts,Yokuts,"Yokuts, Yokuts",NA,NA,NA,Yokutsan,Yokuts-Utian,NA,Yokuts-Utian,-120,37,California,W N America
509,top,Totonac (Papantla),Totonac (Papantla),"Totonac (Papantla), Totonac (Papantla)",NA,NA,NA,NA,Totonac-Tepehuan,NA,Totonac-Tepehuan,-97.33,20.33,Mesoamerica,C America
510,pjt,Pitjantjatjara,Pitjantjatjara,"Pitjantjatjara, Pitjantjatjara",NA,NA,Nyungic,Southwestern Pama-Nyungan,Pama-Nyungan,NA,Pama-Nyungan,130,-26,S Australia,Australia
511,kal,Greenlandic Eskimo (West),Greenlandic Eskimo (West),"Greenlandic Eskimo (West), Greenlandic Eskimo (West)",NA,NA,NA,Eskimoan,Eskimo-Aleut,NA,Eskimo-Aleut,-51,63,E North America,E N America
512,apu,Apurina,"Apurina, Ipurinãn, Kangite, Popengare, Apurinã","Apurina, Apurina, Ipurinãn, Kangite, Popengare, Apurinã",NA,NA,NA,Apurina-Piro-Iñapari,Arawakan,Maipurean,"Arawakan, Maipurean",-67,-9,NE South America,S America
514,ayr,Aymara,Aymara,"Aymara, Aymara",NA,NA,NA,NA,Aymaran,"Aymaran, Jaqi","Aymaran, Aymaran, Jaqi",-68.15,-16.5,Andean,S America
515,bmi,Bagirmi,Bagirmi,"Bagirmi, Bagirmi",NA,NA,NA,NA,Bongo-Bagirmi,NA,Bongo-Bagirmi,16,11.67,African Savannah,Africa
516,bam,Bambara,Bambara,"Bambara, Bambara",NA,NA,NA,West Mande,Mande,NA,Mande,-7.5,12.5,African Savannah,Africa
517,bgr,Bawm,Bawm,"Bawm, Bawm",NA,NA,Central Chin,Kukish (Mizo-Kuki-Chin),Sino-Tibetan,NA,Sino-Tibetan,92.25,22.5,Indic,S/SE Asia
518,brh,Brahui,Brahui,"Brahui, Brahui",NA,NA,NA,North Dravidian,Dravidian,NA,Dravidian,67,28.5,Indic,S/SE Asia
519,bzd,Bribri,Bribri,"Bribri, Bribri",NA,NA,NA,Talamanca,Chibchan,NA,Chibchan,-83,9.42,Mesoamerica,C America
520,chl,Cahuilla,Cahuilla,"Cahuilla, Cahuilla",NA,NA,NA,Northern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-116.25,33.5,California,W N America
522,tsi,Tsimshian (Coast),Tsimshian (Coast),"Tsimshian (Coast), Tsimshian (Coast)",NA,NA,NA,NA,Tsimshianic,NA,Tsimshianic,-129,52.5,Alaska-Oregon,W N America
523,com,Comanche,Comanche,"Comanche, Comanche",NA,NA,NA,Northern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-101.5,33.5,Basin and Plains,E N America
524,dyo,Diola-Fogny,Diola-Fogny,"Diola-Fogny, Diola-Fogny",NA,NA,NA,NA,North Atlantic,NA,North Atlantic,-16,13,African Savannah,Africa
525,ekg,Ekari,"Ekagi , Kapauku , Mee Mana , Tapiro,Ekari","Ekari, Ekagi , Kapauku , Mee Mana , Tapiro,Ekari",NA,NA,NA,NA,Wissel Lakes,NA,Wissel Lakes,135.5,-3.83,Interior New Guinea,NG and Oceania
526,sja,Epena Pedee,Epena Pedee,"Epena Pedee, Epena Pedee",Southern Emberá dialect cluster,NA,NA,NA,Chocó,NA,Chocó,-77,3,Andean,S America
527,evn,Evenki,"Evenki, Khamnigan","Evenki, Evenki, Khamnigan",NA,NA,Northwestern Tungusic,Northern Tungusic,Tungusic,NA,Tungusic,125,56,Inner Asia,N-C Asia
528,grt,Garo,Garo,"Garo, Garo",NA,NA,"Bodo-Koch (Barish, Bodo-Garo)",Brahmaputran (Sal),Sino-Tibetan,NA,Sino-Tibetan,90.5,25.67,Indic,S/SE Asia
529,hbo,Hebrew (Biblical),Hebrew (Biblical),"Hebrew (Biblical), Hebrew (Biblical)",Canaanitic,South-Central Semitic,Central (West Semitic),West Semitic,Semitic,NA,Semitic,35,32,Greater Mesopotamia,W and SW Eurasia
530,huz,Hunzib,Hunzib,"Hunzib, Hunzib",NA,NA,Tsezic,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",46.23,42.16,Greater Mesopotamia,W and SW Eurasia
531,ibo,Igbo,Igbo,"Igbo, Igbo",NA,NA,NA,Igboid,Benue-Congo,NA,Benue-Congo,7.33,6,African Savannah,Africa
532,arh,Ika,Ika,"Ika, Ika",NA,NA,Arhuacan,Chibchan,Chibchan,NA,Chibchan,-73.75,10.67,NE South America,S America
533,que,Quechua (Imbabura),Imbabura Quechua,"Quechua (Imbabura), Imbabura Quechua",NA,NA,NA,NA,Quechuan,NA,Quechuan,-78,0.33,Andean,S America
534,irk,Iraqw,Iraqw,"Iraqw, Iraqw",NA,NA,NA,Southern Cushitic,Cushitic,NA,Cushitic,35.5,-4,S Africa,Africa
535,kan,Kannada,Kannada,"Kannada, Kannada",NA,NA,South Dravidian I,South Dravidian,Dravidian,NA,Dravidian,76,14,Indic,S/SE Asia
536,hmt,Kapau,"Kapau, Hamtai","Kapau, Kapau, Hamtai",NA,NA,NA,NA,Angan,NA,Angan,146.25,-7.5,Interior New Guinea,NG and Oceania
538,kyu,Kayah Li,"Kayah Li, Red Karen","Kayah Li, Kayah Li, Red Karen",NA,NA,NA,Karenic,Sino-Tibetan,NA,Sino-Tibetan,97.3,19,Southeast Asia,S/SE Asia
539,ker,Kera,Kera,"Kera, Kera",NA,NA,NA,East Chadic,Chadic,NA,Chadic,15.08,9.83,African Savannah,Africa
540,kha,Khasi,Khasi,"Khasi, Khasi",NA,NA,Khasic,Northern Mon-Khmer,Austroasiatic,NA,Austroasiatic,92,25.5,Indic,S/SE Asia
541,kjg,Khmu,Khmu,"Khmu, Khmu",NA,NA,Khmuic,Northern Mon-Khmer,Austroasiatic,NA,Austroasiatic,102,21,Southeast Asia,S/SE Asia
542,kij,Kilivila,Kilivila,"Kilivila, Kilivila",Papuan Tip,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,151.08,-8.5,S New Guinea,NG and Oceania
543,gil,Kiribatese,"Kiribati , Ikiribati , Gilbertese,Kiribatese","Kiribatese, Kiribati , Ikiribati , Gilbertese,Kiribatese",NA,Micronesian,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,173,1.33,Oceania,NG and Oceania
544,kon,Kongo,Kongo,"Kongo, Kongo",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,15,-5,S Africa,Africa
545,btx,Koro Batak,Koro Batak,"Koro Batak, Koro Batak",NA,NA,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,98.25,3.25,Southeast Asia,S/SE Asia
546,kfz,Koromfe,Koromfe,"Koromfe, Koromfe",NA,NA,NA,North Gur,Gur,Voltaic,"Gur, Voltaic",-0.92,14.25,African Savannah,Africa
548,lbj,Ladakhi,Ladakhi,"Ladakhi, Ladakhi",NA,Western Archaic Tibetan,Tibetan,Bodic,Sino-Tibetan,NA,Sino-Tibetan,78,34,Indic,S/SE Asia
549,lav,Latvian,Latvian,"Latvian, Latvian",NA,NA,Baltic,Balto-Slavic,Indo-European,NA,Indo-European,24,57,Inner Asia,N-C Asia
550,lvk,Lavukaleve,Lavukaleve,"Lavukaleve, Lavukaleve",NA,NA,NA,NA,Central Solomons,NA,Central Solomons,159.2,-9.08,Oceania,NG and Oceania
551,cle,Chinantec (Lealao),Lealao Chinantec,"Chinantec (Lealao), Lealao Chinantec",NA,NA,NA,Chinantecan,Otomanguean,Oto-Manguean,"Otomanguean, Oto-Manguean",-95.92,17.33,Mesoamerica,C America
552,lep,Lepcha,Lepcha,"Lepcha, Lepcha",NA,NA,NA,Lepcha,Sino-Tibetan,NA,Sino-Tibetan,88.5,27.17,Indic,S/SE Asia
553,lue,Luvale,Luvale,"Luvale, Luvale",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,22,-12,S Africa,Africa
554,mde,Maba,Maba,"Maba, Maba",NA,NA,NA,NA,Maban,NA,Maban,20.83,13.75,African Savannah,Africa
555,myh,Makah,Makah,"Makah, Makah",NA,NA,NA,NA,Wakashan,NA,Wakashan,-124.67,48.33,Alaska-Oregon,W N America
556,zmr,Maranungku,"Maranunggu,Maranungku","Maranungku, Maranunggu,Maranungku",NA,NA,NA,NA,Western Daly,NA,Western Daly,130,-13.67,N Australia,Australia
557,mrz,Marind,Marind,"Marind, Marind",NA,NA,NA,NA,Marind,NA,Marind,140.17,-7.83,S New Guinea,NG and Oceania
558,muw,Mundari,Mundari,"Mundari, Mundari",NA,Kherwarian,Northern Munda,Munda,Austroasiatic,NA,Austroasiatic,84.67,23,Indic,S/SE Asia
559,mur,Murle,Murle,"Murle, Murle",NA,NA,NA,NA,Surmic,NA,Surmic,33.5,6.5,African Savannah,Africa
561,niy,Ngiti,Ngiti,"Ngiti, Ngiti",NA,NA,NA,Lendu,Eastern Central Sudanic,NA,Eastern Central Sudanic,30.25,1.33,S Africa,Africa
562,cgg,Nkore-Kiga,"Chiga , Kiga , Ciga, Nkore-Kiga","Nkore-Kiga, Chiga , Kiga , Ciga, Nkore-Kiga",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,29.83,-0.92,S Africa,Africa
563,pqm,Passamaquoddy,"Passamaquoddy, Maliseet-Passamaquoddy","Passamaquoddy, Passamaquoddy, Maliseet-Passamaquoddy",NA,NA,NA,Algonquian,Algic,NA,Algic,-67,45,E North America,E N America
564,rap,Rapanui,Rapanui,"Rapanui, Rapanui",Eastern Fijian-Polynesian linkage,Central Pacific,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,-109,-27,Oceania,NG and Oceania
565,ona,Selknam,Selknam,"Selknam, Selknam",NA,NA,NA,NA,Chon,NA,Chon,-70,-53,SE South America,S America
566,sza,Semelai,Semelai,"Semelai, Semelai",NA,Semelaic,Aslian,Southern Mon-Khmer,Austroasiatic,NA,Austroasiatic,103,3,Southeast Asia,S/SE Asia
567,shp,Shipibo-Konibo,Shipibo-Konibo,"Shipibo-Konibo, Shipibo-Konibo",NA,NA,NA,Panoan,Pano-Tacanan,NA,Pano-Tacanan,-75,-7.5,NE South America,S America
568,pom,Pomo (Southeastern),Pomo (South),"Pomo (Southeastern), Pomo (South)",NA,NA,NA,NA,Pomoan,Pomo,"Pomoan, Pomo",-122.8,38.5,California,W N America
569,spa,Spanish,Spanish,"Spanish, Spanish",NA,NA,Italic,Italic-Celtic,Indo-European,NA,Indo-European,-4,40,Europe,W and SW Eurasia
570,mky,Taba,"Makian (East),Taba, Makian Timur, Makian Dalam","Taba, Makian (East),Taba, Makian Timur, Makian Dalam",NA,NA,South Halmahera-Western New Guinea (SHWNG),Malayo-Polynesian,Austronesian,NA,Austronesian,127.3,0,Oceania,NG and Oceania
571,tzm,Tamazight (Ayt Ndhir),"Berber (Middle Atlas),Tamazight (Ayt Ndhir)","Tamazight (Ayt Ndhir), Berber (Middle Atlas),Tamazight (Ayt Ndhir)",Berber,NA,NA,NA,Berber,NA,Berber,5,30,N Africa,Africa
572,nhg,Nahuatl (Tetelcingo),"Tetelcingo Nahuatl,Tetelcingo Aztec","Nahuatl (Tetelcingo), Tetelcingo Nahuatl,Tetelcingo Aztec",NA,NA,Aztecan,Southern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-99,19.67,Mesoamerica,C America
573,mtg,Una,Una,"Una, Una",NA,NA,NA,Eastern Mek,Mek,NA,Mek,140,-4.67,Interior New Guinea,NG and Oceania
574,urb,Uruba-Kaapor,Uruba-Kaapor,"Uruba-Kaapor, Uruba-Kaapor",NA,NA,NA,Tupi-Guaraní,Tupian,NA,Tupian,-46.5,-2.33,NE South America,S America
575,wmb,Wambaya,Wambaya,"Wambaya, Wambaya",NA,NA,NA,Barkly (Eastern Mirndi),Mirndi,"Djaminjungan, Mindi","Mirndi, Djaminjungan, Mindi",135.75,-18.67,N Australia,Australia
576,pav,Wari,"Pakaásnovos , Wari’,Wari, Oro Wari","Wari, Pakaásnovos , Wari’,Wari, Oro Wari",NA,NA,NA,NA,Chapakuran,"Chapacuran, Chapacura-Wanham, Txapakuran","Chapakuran, Chapacuran, Chapacura-Wanham, Txapakuran",-65,-11.33,NE South America,S America
577,wic,Wichita,Wichita,"Wichita, Wichita",NA,NA,NA,NA,Caddoan,NA,Caddoan,-97.33,33.33,Basin and Plains,E N America
578,huu; hto; hux,Witoto,"Huitoto, Witoto","Witoto, Huitoto, Witoto",NA,NA,NA,NA,Witotoan,Huitotoan,"Witotoan, Huitotoan",-71.78,-2.15,NE South America,S America
579,knw,!Xu,!Xu,"!Xu, !Xu",NA,NA,NA,NA,Ju,Northern Khoisan,"Ju, Northern Khoisan",19,-18,S Africa,Africa
580,yii,Yidiny,Yidiny,"Yidiny, Yidiny",NA,NA,NA,Yidinyic,Pama-Nyungan,NA,Pama-Nyungan,145.75,-17,N Australia,Australia
581,zul,Zulu,Zulu,"Zulu, Zulu",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,30,-30,S Africa,Africa
582,axb,Abipon,Abipon,"Abipon, Abipon",NA,NA,NA,NA,Guaicuruan,"Waikuruan, Waykuruan, Guaycuruan","Guaicuruan, Waikuruan, Waykuruan, Guaycuruan",-61,-29,SE South America,S America
583,heb,Hebrew (Modern),"Hebrew (Modern), Ivrit","Hebrew (Modern), Hebrew (Modern), Ivrit",Canaanitic,South-Central Semitic,Central (West Semitic),West Semitic,Semitic,NA,Semitic,34.83,31.5,Greater Mesopotamia,W and SW Eurasia
585,fij,Fijian,Fijian,"Fijian, Fijian",NA,Central Pacific,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,178,-17.83,Oceania,NG and Oceania
595,kfb,Kolami,Kolami,"Kolami, Kolami",NA,NA,NA,Central Dravidian,Dravidian,NA,Dravidian,78.5,20,Indic,S/SE Asia
599,cbt,Chayahuita,Chayahuita,"Chayahuita, Chayahuita",NA,NA,NA,NA,Cahuapanan,NA,Cahuapanan,-77,-5.5,Andean,S America
600,aoc,Pemon,Pemon,"Pemon, Pemon",NA,NA,NA,NA,Cariban,Carib,"Cariban, Carib",-62,5.33,NE South America,S America
603,ach,Acholi,Acholi,"Acholi, Acholi",NA,Southern Lwo,Lwo,Western Nilotic,Nilotic,NA,Nilotic,32.67,3,S Africa,Africa
604,efi,Efik,Efik,"Efik, Efik",NA,NA,NA,Cross River,Benue-Congo,NA,Benue-Congo,8.5,4.92,African Savannah,Africa
605,nbw,Ngbandi,Ngbandi,"Ngbandi, Ngbandi",NA,NA,NA,NA,Adamawa-Ubangi,NA,Adamawa-Ubangi,22,3.75,S Africa,Africa
606,nhr,Nharo,Nharo,"Nharo, Nharo",NA,NA,NA,NA,Kwadi-Khoe,Central Khoisan,"Kwadi-Khoe, Central Khoisan",33,-24,S Africa,Africa
608,mhr; mrj,Mari,"Mari, Cheremis","Mari, Mari, Cheremis",Maric,Finno-Volgaic,Finno-Permian,Finno-Ugric,Uralic,NA,Uralic,48,56.6,Inner Asia,N-C Asia
609,por,Portuguese,Portuguese,"Portuguese, Portuguese",NA,NA,Italic,Italic-Celtic,Indo-European,NA,Indo-European,-8,39,Europe,W and SW Eurasia
610,hye,Armenian (Western),Armenian (Western),"Armenian (Western), Armenian (Western)",NA,NA,Armenian,Greek-Armenian,Indo-European,NA,Indo-European,43.5,38.5,Greater Mesopotamia,W and SW Eurasia
611,uig,Uighur,"Uyghur, Yugur, UYGUR, UIGUR, UIGHUIR, UIGUIR, WEIWUER, WIGA, Uighur","Uighur, Uyghur, Yugur, UYGUR, UIGUR, UIGHUIR, UIGUIR, WEIWUER, WIGA, Uighur",NA,Uyghur,Karluk (Southeastern Turkic),Common Turkic,Turkic,NA,Turkic,98,43.6,Inner Asia,N-C Asia
612,ess,Yup’ik (Siberian),"Yupik (Siberian),Yup’ik (Siberian)","Yup’ik (Siberian), Yupik (Siberian),Yup’ik (Siberian)",NA,NA,NA,Eskimoan,Eskimo-Aleut,NA,Eskimo-Aleut,180,64,N Coast Asia,N-C Asia
613,mly,Malay,Malay,"Malay, Malay",NA,Malayan / Malayic,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,102,3,Southeast Asia,S/SE Asia
614,khm,Cambodian,"Central Khmer,Cambodian, Khmer","Cambodian, Central Khmer,Cambodian, Khmer",NA,NA,Khmeric,Eastern Mon-Khmer,Austroasiatic,NA,Austroasiatic,105,12.5,Southeast Asia,S/SE Asia
616,coc,Cocopa,Cocopa,"Cocopa, Cocopa",NA,NA,NA,NA,Yuman,Yuman-Cochimí,"Yuman, Yuman-Cochimí",-115,32.33,Mesoamerica,W N America
618,akz,Alabama,Alabama,"Alabama, Alabama",NA,NA,NA,NA,Muskogean,NA,Muskogean,-87.42,32.33,E North America,E N America
619,hva; hsf; hus,Huastec,"Huasteco , Wasteko,Huastec","Huastec, Huasteco , Wasteko,Huastec",NA,NA,NA,Huastecan,Mayan,NA,Mayan,-99.33,22.08,Mesoamerica,C America
620,aro,Araona,Araona,"Araona, Araona",NA,NA,NA,Tacanan,Pano-Tacanan,NA,Pano-Tacanan,-67.75,-12.33,NE South America,S America
623,pie,Piro,Piro,"Piro, Piro",NA,NA,NA,Apurina-Piro-Iñapari,Arawakan,Maipurean,"Arawakan, Maipurean",-73,-11,NE South America,S America
624,quz,Quechua (Cuzco),Cuzco Quechua,"Quechua (Cuzco), Cuzco Quechua",NA,NA,NA,NA,Quechuan,NA,Quechuan,-71,-14.5,Andean,S America
625,njm,Naga (Angami),Angami Naga,"Naga (Angami), Angami Naga",NA,NA,NA,Angami-Pochuri Group,Sino-Tibetan,NA,Sino-Tibetan,94.5,25.67,Southeast Asia,S/SE Asia
626,kfk,Kinnauri,"Kanauri (Lower),Kinnauri","Kinnauri, Kanauri (Lower),Kinnauri",NA,NA,NA,West Himalayish,Sino-Tibetan,NA,Sino-Tibetan,78,31.5,Indic,S/SE Asia
627,NA,Rangpas,"Rangpas, Rang-Pas","Rangpas, Rangpas, Rang-Pas",NA,NA,Greater Kinnauri,West Himalayish,Sino-Tibetan,NA,Sino-Tibetan,79.5,30.6,Indic,S/SE Asia
628,bee,Byangsi,Byangsi,"Byangsi, Byangsi",NA,NA,NA,West Himalayish,Sino-Tibetan,NA,Sino-Tibetan,80.5,30.17,Indic,S/SE Asia
629,chx,Chantyal,Chantyal,"Chantyal, Chantyal",NA,NA,Tamangic (TGTM),Bodic,Sino-Tibetan,NA,Sino-Tibetan,83.42,28.58,Indic,S/SE Asia
630,lhm,Lhomi,Lhomi,"Lhomi, Lhomi",NA,Central Tibetan (U-Tsang),Tibetan,Bodic,Sino-Tibetan,NA,Sino-Tibetan,87.42,27.67,Indic,S/SE Asia
631,bft,Balti,Balti,"Balti, Balti",NA,Western Archaic Tibetan,Tibetan,Bodic,Sino-Tibetan,NA,Sino-Tibetan,76.2,35,Indic,S/SE Asia
632,vay,Hayu,Hayu,"Hayu, Hayu",NA,Northwestern Kiranti,Western Kiranti,Kiranti,Sino-Tibetan,NA,Sino-Tibetan,86,27.25,Indic,S/SE Asia
633,kas,Kashmiri,Kashmiri,"Kashmiri, Kashmiri",NA,Dardic (Northwestern Indo-Aryan),Indo-Aryan,Indo-Iranian,Indo-European,NA,Indo-European,76,34,Indic,S/SE Asia
634,mjt; kmj,Malto,Malto,"Malto, Malto",NA,NA,NA,North Dravidian,Dravidian,NA,Dravidian,87.5,24.5,Indic,S/SE Asia
635,sat,Santali,Santali,"Santali, Santali",NA,Kherwarian,Northern Munda,Munda,Austroasiatic,NA,Austroasiatic,87,24.5,Indic,S/SE Asia
636,scl,Shina (Eastern),Shina (Eastern),"Shina (Eastern), Shina (Eastern)",NA,Dardic (Northwestern Indo-Aryan),Indo-Aryan,Indo-Iranian,Indo-European,NA,Indo-European,75.5,35.2,Indic,S/SE Asia
637,yma; ybi,Yamphu,Yamphu,"Yamphu, Yamphu",Upper Arun,Eastern Kiranti,Central-Eastern Kiranti,Kiranti,Sino-Tibetan,NA,Sino-Tibetan,87.3,27.5,Indic,S/SE Asia
638,asm,Assamese,Assamese,"Assamese, Assamese",NA,Eastern Indo-Aryan,Indo-Aryan,Indo-Iranian,Indo-European,NA,Indo-European,93,26.5,Indic,S/SE Asia
639,ben,Bangla,"Bangla, Bengali","Bangla, Bangla, Bengali",Bangla,Eastern Indo-Aryan,Indo-Aryan,Indo-Iranian,Indo-European,NA,Indo-European,88.5,23,Indic,S/SE Asia
640,new,Newar (Kathmandu),Newar (Kathmandu),"Newar (Kathmandu), Newar (Kathmandu)",NA,NA,NA,Newaric,Sino-Tibetan,NA,Sino-Tibetan,85.5,27.67,Indic,S/SE Asia
641,ori,Oriya,Oriya,"Oriya, Oriya",Oriya,Eastern Indo-Aryan,Indo-Aryan,Indo-Iranian,Indo-European,NA,Indo-European,85,21,Indic,S/SE Asia
642,arz,Arabic (Egyptian),Egyptian Arabic,"Arabic (Egyptian), Egyptian Arabic",Arabic,South-Central Semitic,Central (West Semitic),West Semitic,Semitic,NA,Semitic,31,30,N Africa,Africa
643,kiz,Kisi,Kisi,"Kisi, Kisi",NA,NA,NA,NA,South Atlantic,NA,South Atlantic,-10.1,8.5,African Savannah,Africa
644,kzw,Kiriri (Kipea),"Kipea , Kariri , Cariri,  Kipea Kiriri","Kiriri (Kipea), Kipea , Kariri , Cariri,  Kipea Kiriri",NA,NA,NA,NA,Kariri,Karirian,"Kariri, Karirian",-37,-10,NE South America,S America
645,had,Hatam,Hatam,"Hatam, Hatam",NA,NA,NA,NA,Hatam,NA,Hatam,134,-1,N Coast New Guinea,NG and Oceania
646,xok,Xokleng,Xokleng,"Xokleng, Xokleng",NA,NA,Southern Ge,Ge,Macro-Ge,NA,Macro-Ge,-50,-24.5,SE South America,S America
648,bor,Bororo,Eastern Bororo,"Bororo, Eastern Bororo",NA,NA,NA,Bororo,Macro-Ge,NA,Macro-Ge,-50,-13,NE South America,S America
649,jek,Jeli,"Jeri,Jeli","Jeli, Jeri,Jeli",NA,NA,NA,West Mande,Mande,NA,Mande,-5.67,9.5,African Savannah,Africa
650,dkl,Dogon,Dogon,"Dogon, Dogon",NA,NA,NA,NA,Dogon,NA,Dogon,-3.5,14.33,African Savannah,Africa
651,hnh,//Ani,"/Anda,//Ani","//Ani, /Anda,//Ani",NA,NA,NA,Kalahari,Kwadi-Khoe,Central Khoisan,"Kwadi-Khoe, Central Khoisan",21.92,-18.92,S Africa,Africa
652,xuu,Khoe,"Kxoe , Xû,Khoe","Khoe, Kxoe , Xû,Khoe",NA,NA,NA,Kalahari,Kwadi-Khoe,Central Khoisan,"Kwadi-Khoe, Central Khoisan",22.5,-17.5,S Africa,Africa
653,nmn,!Xõo,!Xõo,"!Xõo, !Xõo",NA,NA,NA,NA,!Ui-Taa,NA,!Ui-Taa,26,-30,S Africa,Africa
654,ncg,Nisgha,Nisgha,"Nisgha, Nisgha",NA,NA,NA,NA,Tsimshianic,NA,Tsimshianic,-130,55,Alaska-Oregon,W N America
655,gup,Mayali,Mayali,"Mayali, Mayali",NA,NA,NA,NA,Gunwingguan,NA,Gunwingguan,133.75,-12.5,N Australia,Australia
656,khe,Korowai,Korowai,"Korowai, Korowai",NA,NA,NA,Awyu-Dumut,Macro-Ok,NA,Macro-Ok,140,-5.25,S New Guinea,NG and Oceania
658,jao,Yanyuwa,Yanyuwa,"Yanyuwa, Yanyuwa",NA,NA,NA,Warluwarric,Pama-Nyungan,NA,Pama-Nyungan,137.17,-16.42,N Australia,Australia
659,mwp,Kala Lagaw La,"Kala Lagaw La, Kalaw Lagaw Ya","Kala Lagaw La, Kala Lagaw La, Kalaw Lagaw Ya",NA,NA,NA,Kala Lagaw La,Pama-Nyungan,NA,Pama-Nyungan,142.12,-10.12,N Australia,Australia
660,bdy,Bandjalang,Bandjalang,"Bandjalang, Bandjalang",NA,NA,NA,Bandjalangic,Pama-Nyungan,NA,Pama-Nyungan,153,-28.75,S Australia,Australia
661,djj,Ndjebbana,"Gunabidji , Djeebbana,Ndjebbana","Ndjebbana, Gunabidji , Djeebbana,Ndjebbana",NA,NA,NA,NA,Gunabidjian,NA,Gunabidjian,134.12,-12.17,N Australia,Australia
662,apt,Apatani,Apatani,"Apatani, Apatani",NA,NA,Western Tani,Tani,Sino-Tibetan,NA,Sino-Tibetan,93.75,27.5,Indic,S/SE Asia
663,kac,Dulong,"Dulong , Drung","Dulong, Dulong , Drung",NA,NA,NA,Nungish,Sino-Tibetan,NA,Sino-Tibetan,103,25.5,Southeast Asia,S/SE Asia
664,kgj; kif; kip; kjl,Kham,Kham,"Kham, Kham",NA,NA,NA,Remnant Himalayish,Sino-Tibetan,NA,Sino-Tibetan,82.75,28.5,Indic,S/SE Asia
665,ynn,Yana,Yana,"Yana, Yana",NA,NA,NA,NA,Yana,NA,Yana,-122,40.5,California,W N America
666,xcw,Coahuiltec,"Coahuilteco,Coahuiltec","Coahuiltec, Coahuilteco,Coahuiltec",NA,NA,NA,NA,Coahuiltec,NA,Coahuiltec,-100,28,Basin and Plains,C America
667,tdh,Thulung (Mukli),Thulung Rai,"Thulung (Mukli), Thulung Rai",NA,NA,Midwestern Kiranti,Kiranti,Sino-Tibetan,NA,Sino-Tibetan,86.67,27.43,Indic,S/SE Asia
668,tlc,Totonac (Misantla),Totonac (Misantla),"Totonac (Misantla), Totonac (Misantla)",NA,NA,NA,NA,Totonac-Tepehuan,NA,Totonac-Tepehuan,-96.92,19.92,Mesoamerica,C America
